Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Szensz;Wieden 19;2070;Retz;AT;Niederösterreich;Weinviertel;;;ÖWM-Betriebssuche
Söllner;Hauptstrasse 34;3482;Gösing am Wagram;AT;Niederösterreich;Wagram;+43 2738 3201;kontakt@weingut-soellner.at;ÖWM-Betriebssuche
Taferner;Pfarrgasse 2;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8465;weingut@tafi.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Taferner Alois;Altstadt 16;2460;Bruck an der Leitha;AT;Niederösterreich;Carnuntum;+43 2162 65194;office@wein-taferner.at;ÖWM-Betriebssuche
Tagwerker;Hauptstrasse 45;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 664 4209401;office@weingut-tagwerker.at;ÖWM-Betriebssuche
Tanzberger;Kirchengasse 4;2123;Traunfeld;AT;Niederösterreich;Weinviertel;+43 660 5524124;office@tanzberger-wein.at;ÖWM-Betriebssuche
Tanzer;Thallerner Hauptstrasse 1;3506;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 676 5204626;wein@tanzer.at;ÖWM-Betriebssuche
Tanzer-Karner;Hauptstrasse 60;2183;Neusiedl an der Zaya;AT;Niederösterreich;Weinviertel;+43 2533 242;;ÖWM-Betriebssuche
Taschler-Toyfl;Hauptstrasse 34;2482;Münchendorf;AT;Niederösterreich;Carnuntum;+43 2259 2248;heuriger@heuriger-dreimaederlhaus.at;ÖWM-Betriebssuche
Tatzber;Erdölstrasse 52;2185;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 2573 25644;stefan.tatzber@aon.at;ÖWM-Betriebssuche
Taubenschuss;Körnergasse 2;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 676 3566901;weingut@taubenschuss.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Tauber;Straning 6;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 2984 7227;;ÖWM-Betriebssuche
Tauchner;Weinzierl 28;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 650 7966800;office@tauchnerwein.at;ÖWM-Betriebssuche
Taufratzhofer (Quellenstrasse);Quellenstrasse 3;2340;Mödling;AT;Niederösterreich;Thermenregion;+43 664 8781212;office@taufratzhofer.at;ÖWM-Betriebssuche
Taufratzhofer (Wiener Strasse);Wiener Strasse 54;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 2252 62523;;ÖWM-Betriebssuche
Tegernseerhof GmbH & Co OG;Unterloiben 12;3601;Dürnstein;AT;Niederösterreich;Wachau;+43 2732 85362;office@tegernseerhof.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Teller;Kleinneusiedlerstrasse 1;2401;Fischamend;AT;Niederösterreich;Carnuntum;+43 2232 77305;;ÖWM-Betriebssuche
Teufelsbauer;Dorfstraße 36;2074;Unterretzbach;AT;Niederösterreich;Weinviertel;+43 676 9263572;info@weingutteufelsbauer.at;ÖWM-Betriebssuche
Teufner (Ahrenberger Ortsstrasse);Ahrenberger Ortsstrasse 23;3454;Ahrenberg;AT;Niederösterreich;Wagram;+43 2276 2212;wein-teufner@gmx.at;ÖWM-Betriebssuche
Teufner (Untere Landstrasse);Untere Landstrasse 3;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2732 74989;mail@weinbau-teufner.at;ÖWM-Betriebssuche
The Siblings Winery;Mühlgasse 14;2500;Baden;AT;Niederösterreich;Thermenregion;+43 699 18186630;office@thesiblingswinery.at;ÖWM-Betriebssuche
Theresia Kahofer;Neuruppersdorf 88;2164;Neuruppersdorf;AT;Niederösterreich;Weinviertel;+43 664 1567326;franz.kahofer@drei.at;ÖWM-Betriebssuche
Thiery-Weber;Melker Strasse 1;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 2732 84467;office@thiery-weber.at;ÖWM-Betriebssuche
Thomas Berthold;Lindenstraße 6;2134;Staatz;AT;Niederösterreich;Weinviertel;+43 664 88961248;tberthold@gmx.at;ÖWM-Betriebssuche
Thomas Heinrich;Veltlinerweg 4;3133;Traismauer;AT;Niederösterreich;Traisental;+43 664 5957987;office@weinbau-heinrich.at;ÖWM-Betriebssuche
Thomas Krippel;Bahnstraße 10;2243;Matzen-Raggendorf;AT;Niederösterreich;Weinviertel;+43 699 11710570;info@wein-kelterei.at;ÖWM-Betriebssuche
Thomas Windholz;Feldgasse 7;2460;Bruck an der Leitha;AT;Niederösterreich;Carnuntum;;thomas.windholz@gmx.at;ÖWM-Betriebssuche
Thyri (Grosswiesendorf);Grosswiesendorf 22;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 70329;weinbau.thyri@gmx.at;ÖWM-Betriebssuche
Thyri (Stift-Wilhering-Gasse);Stift-Wilhering-Gasse 1;3463;Eggendorf am Wagram;AT;Niederösterreich;Wagram;+43 2278 3243;thyri@wagramheuriger.at;ÖWM-Betriebssuche
Thüringer;Schwemmzeile 76;2130;Paasdorf;AT;Niederösterreich;Weinviertel;+43 676 6944701;gerhard@thueringer-wein.at;ÖWM-Betriebssuche
Thürmer;Kleinweikersdorf 6;2023;Nappersdorf-Kammersdorf;AT;Niederösterreich;Weinviertel;+43 680 2466292;info@weingut-thuermer.at;ÖWM-Betriebssuche
Tiefenbacher;Limbergstrasse 133;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 73845;;ÖWM-Betriebssuche
Tiefenböck-Flecher;Kühlhausgasse 50;3511;Palt;AT;Niederösterreich;Kremstal;+43 2732 81704;;ÖWM-Betriebssuche
Toifl (Auggenthal);Auggenthal 63;2054;Haugsdorf;AT;Niederösterreich;Weinviertel;+43 2944 27323;ernestine.toifl@aon.at;ÖWM-Betriebssuche
Toifl (Jetzelsdorf);Jetzelsdorf 121;2053;Haugsdorf;AT;Niederösterreich;Weinviertel;+43 2944 2414;office@toiflwein.at;ÖWM-Betriebssuche
Toifl (Weinstrasse);Weinstrasse 18;3493;Hadersdorf-Kammern;AT;Niederösterreich;Kamptal;+43 2735 2667;barbara@toifl.at;ÖWM-Betriebssuche
Toifl (Zellerndorf);Zellerndorf 285;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2945 2218;;ÖWM-Betriebssuche
Toifl Georg;Untere Hauptstraße 15-17;2070;Kleinhöflein;AT;Niederösterreich;Weinviertel;+43 676 6142074;mail@georgtoifl.wine;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Toifl Roland;Hauptstrasse 44;2074;Unterretzbach;AT;Niederösterreich;Weinviertel;+43 2942 20340;office@toifl-wein.at;ÖWM-Betriebssuche
Toilf;An der Bahn 113;2013;Göllersdorf;AT;Niederösterreich;Weinviertel;+43 2954 2218;ernsttoifl@aon.at;ÖWM-Betriebssuche
Topf (Limberg);Oberdürnbach 32;3721;Limberg;AT;Niederösterreich;Weinviertel;+43 2958 82575;;ÖWM-Betriebssuche
Topf Reinhard;Langenloiser Strasse 213;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 664 3747156;weingut@reinhardtopf.at;ÖWM-Betriebssuche
Tor zur Sonne;Falkenstein 143;2162;Falkenstein;AT;Niederösterreich;Weinviertel;+43 2554 8333;weingut@torzursonne.at;ÖWM-Betriebssuche
Trabauer;Bergzeile 1;3463;Stetteldorf am Wagram;AT;Niederösterreich;Wagram;+43 676 5369075;weingut@trabauer.at;ÖWM-Betriebssuche
Trapl Johannes;Hauptstr. 16;2463;Stixneusiedl;AT;Niederösterreich;Carnuntum;+43 2169 2404;office@trapl.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Trastaller;Vießling 27;3620;Spitz;AT;Niederösterreich;Wachau;+43 664 4545596;kellermandl@outlook.com;ÖWM-Betriebssuche
Trat-Wiesner;Herthergasse 49;3400;Weidling;AT;Niederösterreich;Wagram;+43 2243 359170;heuriger@trat-wiesner.at;ÖWM-Betriebssuche
Trattner;Donauuferstrasse 59;3506;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2739 2060;;ÖWM-Betriebssuche
Traun;Milchhausstraße 20;2084;Weitersfeld;AT;Niederösterreich;Weinviertel;+43 2948 8241;;ÖWM-Betriebssuche
Trauner (Nr.);Nr. 33;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 2984 7219;;ÖWM-Betriebssuche
Trauner (Zellerndorf);Zellerndorf 41/42;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2945 2957;;ÖWM-Betriebssuche
Trautsamwieser (Weissenkirchen);Weissenkirchen 339;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2333;karin.josef@trautsamwieser.at;ÖWM-Betriebssuche
Trautsamwieser (Wösendorf);Wösendorf 30;3610;Wösendorf in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2376;;ÖWM-Betriebssuche
Traxler (Florianigasse);Florianigasse 1;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 2572 20644;;ÖWM-Betriebssuche
Traxler (Gföhlerstrasse);Gföhlerstrasse 17;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2090;weinbau.traxler@aon.at;ÖWM-Betriebssuche
Traxler (Hauptstrasse);Hauptstrasse 288;2185;Prinzendorf an der Zaya;AT;Niederösterreich;Weinviertel;+43 699 12157303;office@familienweingut.at;ÖWM-Betriebssuche
Traxler (Schilterner Strasse);Schilterner Strasse 11;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2362;office@weingut-traxler.at;ÖWM-Betriebssuche
Traxler (Winterzeile);Winterzeile 8;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 664 5056232;weinbau.traxler@gmx.at;ÖWM-Betriebssuche
Trebes;Goethegasse 18;2540;Gainfarn;AT;Niederösterreich;Thermenregion;+43 2252 75218;;ÖWM-Betriebssuche
Trestler;Waldstraße 64;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 699 11106640;office@trestler.com;ÖWM-Betriebssuche
Trimmel;Pamessergasse 6;2103;Langenzersdorf;AT;Niederösterreich;Weinviertel;+43 2244 2788;;ÖWM-Betriebssuche
Trimmel Ernst;Korneuburgerstrasse 8-10;2103;Langenzersdorf;AT;Niederösterreich;Weinviertel;+43 699 18652807;david.trimmel@hotmail.com;ÖWM-Betriebssuche
Trinkl;Schießstattgasse 6B;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 79003;;ÖWM-Betriebssuche
Trinnes;Schönbergerstrasse 7;3561;Zöbing;AT;Niederösterreich;Kamptal;+43 2734 4212;;ÖWM-Betriebssuche
Trischitz;Zehnjoch 1;2320;Rauchenwarth;AT;Niederösterreich;Carnuntum;+43 2230 3711;weinbau@trischitz.at;ÖWM-Betriebssuche
Troll;Neustiftgasse 16;3454;Sitzenberg-Reidling;AT;Niederösterreich;Wagram;+43 664 6546376;weinbau.troll@gmx.at;ÖWM-Betriebssuche
Troyhof;Dorfstrasse 23-24;3483;Feuersbrunn;AT;Niederösterreich;Wagram;+43 2738 2376;troyhof@aon.at;ÖWM-Betriebssuche
Tröstler;Annagasse 1;2120;Wolkersdorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 2245 2670;;ÖWM-Betriebssuche
Tuchny;Kellergasse 94;2103;Langenzersdorf;AT;Niederösterreich;Weinviertel;+43 2244 4122;andreas.tuchny@aon.at;ÖWM-Betriebssuche
Turmhof Hotzy;Hauptplatz 21;3493;Hadersdorf-Kammern;AT;Niederösterreich;Kamptal;+43 2735 2474;office@turmhof.at;ÖWM-Betriebssuche
Täuber;Weinzierl 55;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 74948;;ÖWM-Betriebssuche
Tögl (Hauptstraße);Hauptstraße 63;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 664 3868704;weinguttoegl@aon.at;ÖWM-Betriebssuche
Tögl (Laaerstrasse);Laaerstrasse 36;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 2552 4155;karl.toegl@gmail.com;ÖWM-Betriebssuche
Türk;Kirchengasse 16;3552;Stratzing;AT;Niederösterreich;Kremstal;+43 2719 2846;info@weinguttuerk.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Ubl-Doschek;Schelhammergasse 64;3420;Kritzendorf;AT;Niederösterreich;Wagram;+43 2243 24640;weingut@ubl-doschek.at;ÖWM-Betriebssuche
Ubl-Schober;Haupstraße 191;3420;Kritzendorf;AT;Niederösterreich;Wagram;+43 2243 30258;ubl-schober.wein@aon.at;ÖWM-Betriebssuche
Uhl;Nr. 58;2133;Fallbach;AT;Niederösterreich;Weinviertel;+43 2524 8217;stefan.uhl3@gmail.com;ÖWM-Betriebssuche
Uibel;Hollabrunnerstrasse 35;3710;Ziersdorf;AT;Niederösterreich;Weinviertel;+43 699 11368161;wine@uibel.at;ÖWM-Betriebssuche
Ullmann;Hauptstrasse 176;2124;Niederkreuzstetten;AT;Niederösterreich;Weinviertel;+43 676 6009540;office@weinbau-ullmann.at;ÖWM-Betriebssuche
Ullmer;Sommerseite 4, Kleinhöflein;2070;Kleinhöflein;AT;Niederösterreich;Weinviertel;+43 699 11312863;mario.ullmer@gmail.com;ÖWM-Betriebssuche
Ulzer;Hauptstrasse 3;3484;Seebarn am Wagram;AT;Niederösterreich;Wagram;+43 676 7458310;info@weinhof-ulzer.at;ÖWM-Betriebssuche
Umlauf;Gettsdorf 2;3710;Ziersdorf;AT;Niederösterreich;Weinviertel;+43 2956 2377;;ÖWM-Betriebssuche
Umschaid Wein- Kultur;Hauptstrasse 49;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 2555 2787;umschaid@gmx.at;ÖWM-Betriebssuche
Unger (Obere Hauptstrasse);Obere Hauptstrasse 8;2222;Bad Pirawarth;AT;Niederösterreich;Weinviertel;+43 664 4158290;office@weingutunger.at;ÖWM-Betriebssuche
Unger (Waldstr.);Waldstr. 49;2070;Retz;AT;Niederösterreich;Weinviertel;+43 2942 2782;;ÖWM-Betriebssuche
Unger Petra;Lindengasse 22;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 676 848622822;office@ungerwein.at;ÖWM-Betriebssuche
Ungersböck;Ziersdorferstrasse 21;3714;Sitzendorf an der Schmida;AT;Niederösterreich;Weinviertel;+43 2959 2041;wein-ungersboeck@gmx.at;ÖWM-Betriebssuche
Urban;Parkgasse 34a;2041;Wullersdorf;AT;Niederösterreich;Weinviertel;+43 2951 8354;office@weingut-urban.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Urbanihof;St. Urbanstrasse 3;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 2738 2344;office@urbanihof.at;ÖWM-Betriebssuche
Urbanistubn Fallbacher;Mayerhofstr. 40;3441;Freundorf;AT;Niederösterreich;Wagram;+43 2274 7037;urbanistubn@gmx.at;ÖWM-Betriebssuche
Valentin Oppenauer;Schillerstraße 6;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 664 1408990;weingut@bio-oppenauer.at;ÖWM-Betriebssuche
Vegan & Low Histamin Fürnkranz;Obritz 170;2061;Hadres;AT;Niederösterreich;Weinviertel;+43 676 9664841;info@vegan-wein.at;ÖWM-Betriebssuche
Veigl;Hauptstrasse 10;2211;Pillichsdorf;AT;Niederösterreich;Weinviertel;+43 2245 36462;;ÖWM-Betriebssuche
Veigl Herbert;Hofwiese 2;2211;Pillichsdorf;AT;Niederösterreich;Weinviertel;+43 2245 82638;;ÖWM-Betriebssuche
Veit (Hauptstrasse);Hauptstrasse 112;2252;Ollersdorf;AT;Niederösterreich;Weinviertel;+43 664 8640846;weingut-veit@direkt.at;ÖWM-Betriebssuche
Veit (Wassergasse);Wassergasse 188;2252;Angern an der March;AT;Niederösterreich;Weinviertel;+43 2283 2334;;ÖWM-Betriebssuche
Veyder-Malberg;Viessling 52;3620;Spitz;AT;Niederösterreich;Wachau;+43 664 1641168;office@malberg.at;ÖWM-Betriebssuche
Vielnascher;Winterzeile 35;2222;Kollnbrunn;AT;Niederösterreich;Weinviertel;+43 699 10910318;weingut@vielnascher.at;ÖWM-Betriebssuche
Viktoria und Christian Schütz;Hauptstraße 40;2123;Kronberg;AT;Niederösterreich;Weinviertel;+43 680 2308973;info@vikis-biohof.at;ÖWM-Betriebssuche
Villa Vinum;Weinweg 1;2460;Bruck an der Leitha;AT;Niederösterreich;Carnuntum;+43 699 10300890;info@villavinum.at;ÖWM-Betriebssuche
VINERU OG;Getreidegasse 2;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 664 4520479;weingut-neuhold@aon.at;ÖWM-Betriebssuche
Viniferia;;;;AT;Niederösterreich;;+43 664 4504724;ferdinand@berger.at;ÖWM-Betriebssuche
Vinumvirat Bauer- Kölbl-Prechtl O.E.G.;Nr. 166;2053;Pernersdorf;AT;Niederösterreich;Weinviertel;+43 2944 23172565;weingut@prechtl.at;ÖWM-Betriebssuche
Viti;Hauptstrasse 3;3508;Paudorf;AT;Niederösterreich;Kremstal;+43 650 5184803;office@weinbau-viti.at;ÖWM-Betriebssuche
Vitikultur MOSER;Untere Wiener Strasse 1;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 2732 705310;office@vitikultur-moser.at;ÖWM-Betriebssuche
Vizdal;;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;;;ÖWM-Betriebssuche
Vock;Untere Hauptstraße 36;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 2574 8446;weingut-vock@aon.at;ÖWM-Betriebssuche
Vogelleithenhof;Ottenschlägerstraße 36;3620;Spitz;AT;Niederösterreich;Wachau;+43 2713 2629;vogelleithenhof@aon.at;ÖWM-Betriebssuche
Vogl (Oberwinden);Oberwinden 10;3130;Herzogenburg;AT;Niederösterreich;Traisental;+43 650 9800786;roni.vogl@aon.at;ÖWM-Betriebssuche
Vogl (Weißer Kreuzweg);Weißer Kreuzweg 2;2215;Matzen-Raggendorf;AT;Niederösterreich;Weinviertel;+43 664 8376113;hermann.vogl@aon.at;ÖWM-Betriebssuche
Vogl (Wienerstrasse);Wienerstrasse 14;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 4448;office@weingut-vogl.at;ÖWM-Betriebssuche
Vogler;Etzmannsdorf 50;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 664 5132525;info@voglerweine.at;ÖWM-Betriebssuche
Vogt (Hauptstrasse);Hauptstrasse 36;2120;Obersdorf;AT;Niederösterreich;Weinviertel;+43 2245 5153;info@biohof-vogt.at;ÖWM-Betriebssuche
Vogt (In der Trift);In der Trift 1 Vogt;2123;Wolfpassing a.d.Hochleithen;AT;Niederösterreich;Weinviertel;+43 699 10723314;office@weingut-vogt.at;ÖWM-Betriebssuche
Von der Vogelwaide;Gut am Steg 12;3620;Spitz;AT;Niederösterreich;Wachau;+43 660 4744050;wein@vondervogelwaide.at;ÖWM-Betriebssuche
Vorspannhof Mayr;Herrngasse 48;3552;Droß;AT;Niederösterreich;Kremstal;+43 2719 30056;weingut@vorspannhof.at;ÖWM-Betriebssuche
Vögler M. u. G.;Poysbrunnerstraße 13a;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 2555 2591;weinbau.voegler@gmx.at;ÖWM-Betriebssuche
Völker (Hauptstrasse 14);Hauptstrasse 14;3493;Hadersdorf-Kammern;AT;Niederösterreich;Kamptal;+43 664 4781988;;ÖWM-Betriebssuche
Völker (Hauptstrasse 45);Hauptstrasse 45;3550;Gobelsburg;AT;Niederösterreich;Kamptal;+43 2734 2536;office@weingut-voelker.at;ÖWM-Betriebssuche
Völkl;Langenloiserstraße 83;3552;Lengenfeld;AT;Niederösterreich;Kremstal;+43 676 9186121;info@weingut-voelkl.at;ÖWM-Betriebssuche
Waberer;Franz-Josefstraße 123;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 2572 4134;post@wabererwein.at;ÖWM-Betriebssuche
Wabi Sabi Wine;Donauuferstrasse;3506;Hollenburg;AT;Niederösterreich;Kremstal;+43 664 4626199;toaworks@outlook.com;ÖWM-Betriebssuche
Wachter;Hauptstraße 10;2191;Pellendorf;AT;Niederösterreich;Weinviertel;+43 2574 3644;bio.wachter@aon.at;ÖWM-Betriebssuche
Wagensonner;Am Anger 1;3484;Jettsdorf;AT;Niederösterreich;Wagram;+43 2738 2130;office@weingut-angerhof.at;ÖWM-Betriebssuche
Wagner (Deinzendorf);Deinzendorf 62;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 664 4025208;weingut.wagner@aon.at;ÖWM-Betriebssuche
Wagner (Hauptstraße);Hauptstraße 90;3610;Wösendorf in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2336;weinbauwagner@gmx.at;ÖWM-Betriebssuche
Wagner (Josef Seitz Straße);Josef Seitz Straße 43;2242;Prottes;AT;Niederösterreich;Weinviertel;+43 664 3350039;office@wagner-weine.at;ÖWM-Betriebssuche
Wagner (Leodagger);Leodagger 8;3741;Pulkau;AT;Niederösterreich;Weinviertel;+43 664 2796666;info@weingutwagner.at;ÖWM-Betriebssuche
Wagner (Untere Haupstraße);Untere Haupstraße 18;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 699 11528858;reinhold_wagner@aon.at;ÖWM-Betriebssuche
Wagner Andrea;Obere Hauptstraße 31;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 676 9779955;office@wagner-wein.at;ÖWM-Betriebssuche
Waldherr;Platt 210;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2945 2301;waldherr.f@aon.at;ÖWM-Betriebssuche
Waldheuriger Steiner;Hollenburgerstrasse 16;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2739 2345;;ÖWM-Betriebssuche
Waldschütz (Mühlbach);Mühlbach 19;3473;Hohenwarth-Mühlbach a.M.;AT;Niederösterreich;Weinviertel;+43 2957 321;;ÖWM-Betriebssuche
Waldschütz (Trautbach);Trautbach 3;3491;Elsarn im Straßertal;AT;Niederösterreich;Kamptal;+43 664 3866478;kontakt@weingut-waldschuetz.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Waldum;Donaudorf 11;3485;Gedersdorf;AT;Niederösterreich;Kremstal;+43 2735 5206;;ÖWM-Betriebssuche
Walek;Gewerbepark 3;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 676 3266422;wolfgang.reben@nanet.at;ÖWM-Betriebssuche
Wallig;Hirtengasse 2;3741;Pulkau;AT;Niederösterreich;Weinviertel;+43 2946 2496;f.wallig@gmx.net;ÖWM-Betriebssuche
Wallig Christian;Am Berg 5 und Hauptplatz 3;3741;Pulkau;AT;Niederösterreich;Weinviertel;+43 650 4000928;office@weingut-wallig.at;ÖWM-Betriebssuche
Wallisch;Lerchenfelderstraße 15b;3714;Sitzendorf an der Schmida;AT;Niederösterreich;Weinviertel;+43 650 8858856;gwallisch@gmx.at;ÖWM-Betriebssuche
Wallner (Alte Wiener Straße);Alte Wiener Straße 29;2460;Bruck an der Leitha;AT;Niederösterreich;Carnuntum;+43 2162 63200;f.wallner@gmx.at;ÖWM-Betriebssuche
Wallner (Arbesthal);Arbesthal 91;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8360;;ÖWM-Betriebssuche
Wallner (Dorfstraße);Dorfstraße 39;2465;Höflein;AT;Niederösterreich;Carnuntum;+43 2162 63234;;ÖWM-Betriebssuche
Wallner (Feldgasse);Feldgasse 36;2460;Bruck an der Leitha;AT;Niederösterreich;Carnuntum;+43 2162 63260;;ÖWM-Betriebssuche
Wallner (Kellergasse);Kellergasse;2120;Obersdorf;AT;Niederösterreich;Weinviertel;+43 699 13833065;info@weingut-wallner.at;ÖWM-Betriebssuche
Wallner (Mitterstockstall);Mitterstockstall 21;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 6465 565905;thomas.wallner79@gmail.com;ÖWM-Betriebssuche
Wally;Obermarkersdorf 84;2073;Schrattenthal;AT;Niederösterreich;Weinviertel;+43 2942 8267;c.wally@aon.at;ÖWM-Betriebssuche
Walter Hartl;Groß Stelzendorf 18;2013;Göllersdorf;AT;Niederösterreich;Weinviertel;;;ÖWM-Betriebssuche
Walter Polt;Waitzendorf 136;2073;Schrattenthal;AT;Niederösterreich;Weinviertel;+43 650 5579545;walter.polt61@gmail.com;ÖWM-Betriebssuche
Waltner (Altenwörth);;3474;Altenwörth;AT;Niederösterreich;Wagram;;;ÖWM-Betriebssuche
Waltner (Hauptstraße);Hauptstraße 14;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 660 6500056;office@waltnerwein.at;ÖWM-Betriebssuche
Waltner (Neudegg);Neudegg 34;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 2279 7650;weinlandhof.waltner@gmx.at;ÖWM-Betriebssuche
Waltner (Nr.);Nr. 24;2163;Ottenthal;AT;Niederösterreich;Weinviertel;+43 2523 8803;weinbau.waltner@aon.at;ÖWM-Betriebssuche
Waltner (Oberer Weinberg);Oberer Weinberg 1 A;3150;Wilhelmsburg;AT;Niederösterreich;Traisental;+43 2746 2540;office@gasthof-waltner.at;ÖWM-Betriebssuche
Waltner Gerald;Am Berg 18;3470;Engelmannsbrunn;AT;Niederösterreich;Wagram;+43 2279 2471;info@weingutwaltner.at;ÖWM-Betriebssuche
Walzer Martin;Gneixendorfer Hauptstrasse 16;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 87148;martin@winzerhof-walzer.at;ÖWM-Betriebssuche
Walzer Richard;Gneixendorfer Hauptstraße 28;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 676 6666340;wein@richardwalzer.at;ÖWM-Betriebssuche
Walzl Johann;Hochstrasse 9;2221;Groß-Schweinbarth;AT;Niederösterreich;Weinviertel;+43 676 6299800;weingutwalzl@gmail.com;ÖWM-Betriebssuche
Wandraschek;Landersdorfer Strasse 67;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 83645;rotwein@wandraschek.at;ÖWM-Betriebssuche
Wannemacher (Hauptstrasse);Hauptstrasse 41;2102;Hagenbrunn;AT;Niederösterreich;Weinviertel;+43 2262 672795;wein@weingut-wannemacher.at;ÖWM-Betriebssuche
Wannemacher (Hauptstraße);Hauptstraße 78;2213;Bockfließ;AT;Niederösterreich;Weinviertel;+43 2288 6081;rosi.boeckl@gmx.at;ÖWM-Betriebssuche
Wannerer;Hollenburg 17;3506;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2739 2845;;ÖWM-Betriebssuche
Wanzenböck;Hauptstrasse 3;2524;Teesdorf;AT;Niederösterreich;Thermenregion;+43 2253 81245;paul.wanzenboeck@gmail.com;ÖWM-Betriebssuche
Warnung;Kampgasse 82;3492;Etsdorf am Kamp;AT;Niederösterreich;Kamptal;+43 2735 2429;ernst.warnung@aon.at;ÖWM-Betriebssuche
